Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),SO2,PM25
12-09-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-10-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12-11-2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-12-2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12/13/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/14/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12/15/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/16/2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
12/17/2009,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
12/18/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
12/19/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/20/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12/21/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
12/22/2009,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
12/23/2009,16,SO2,Relocated PCS site,37-013-0007,AQS,16,.
12/24/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
12/25/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/26/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/27/2009,24,SO2,Relocated PCS site,37-013-0007,AQS,24,.
12/28/2009,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12/29/2009,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
12/30/2009,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
12/31/2009,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01-01-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01-02-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01-03-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01-04-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01-05-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
01-06-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
01-07-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
01-08-2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
01-09-2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
01-10-2010,17,SO2,Relocated PCS site,37-013-0007,AQS,17,.
01-11-2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
01-12-2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
01/13/2010,13,SO2,Relocated PCS site,37-013-0007,AQS,13,.
01/14/2010,19,SO2,Relocated PCS site,37-013-0007,AQS,19,.
01/15/2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
01/16/2010,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
01/17/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/18/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01/19/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
01/20/2010,16,SO2,Relocated PCS site,37-013-0007,AQS,16,.
01/21/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/22/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/23/2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
01/24/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/25/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01/26/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01/27/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
01/28/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
01/29/2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
01/30/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
01/31/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
02-01-2010,19,SO2,Relocated PCS site,37-013-0007,AQS,19,.
02-02-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02-03-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
02-06-2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
02-07-2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
02-08-2010,19,SO2,Relocated PCS site,37-013-0007,AQS,19,.
02-09-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
02-10-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02-11-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02-12-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02/13/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02/14/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02/15/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02/16/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/17/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/18/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/19/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/20/2010,40,SO2,Relocated PCS site,37-013-0007,AQS,40,.
02/21/2010,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
02/22/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
02/23/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
02/24/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
02/25/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/26/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
02/27/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
02/28/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
03-01-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
03-02-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03-03-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03-04-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
03-05-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
03-06-2010,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
03-07-2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
03-08-2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
03-09-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
03-10-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
03-11-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03-12-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/13/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/14/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/15/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
03/16/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
03/17/2010,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
03/18/2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
03/19/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
03/20/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
03/21/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
03/22/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/23/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/24/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
03/25/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/26/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/27/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/28/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
03/29/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
03/30/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
03/31/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-01-2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
04-02-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04-03-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04-04-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04-05-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-06-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-07-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-08-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04-09-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04-10-2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
04-11-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04-12-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
04/13/2010,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
04/14/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/15/2010,27,SO2,Relocated PCS site,37-013-0007,AQS,27,.
04/16/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
04/17/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04/18/2010,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
04/19/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
04/20/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
04/21/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/22/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
04/23/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
04/24/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/25/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/26/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/27/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
04/28/2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
04/29/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
04/30/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
05-01-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-02-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-03-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-04-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-05-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-06-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-07-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-08-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-09-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-10-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
05-11-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05-12-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/13/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/14/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/15/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/16/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/17/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/18/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/19/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/20/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/21/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
05/22/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
05/23/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
05/24/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/25/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/26/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/27/2010,16,SO2,Relocated PCS site,37-013-0007,AQS,16,.
05/28/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/29/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/30/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
05/31/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-01-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-02-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-03-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-04-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-05-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06-06-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06-07-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
06-12-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
06/13/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
06/14/2010,13,SO2,Relocated PCS site,37-013-0007,AQS,13,.
06/15/2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
06/16/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
06/17/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
06/18/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
06/19/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/20/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
06/21/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/22/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/23/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/24/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/25/2010,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
06/26/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/27/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
06/28/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/29/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
06/30/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07-01-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
07-02-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07-03-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
07-04-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07-05-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07-06-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07-07-2010,24,SO2,Relocated PCS site,37-013-0007,AQS,24,.
07-08-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07-09-2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
07-10-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
07-11-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07-12-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/13/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/14/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/15/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
07/16/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/17/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/18/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/19/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/20/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/21/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/22/2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
07/23/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/24/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/25/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/26/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/27/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
07/28/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
07/29/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
07/30/2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
07/31/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-01-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
08-02-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
08-03-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-04-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08-05-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08-06-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-07-2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
08-08-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-09-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08-10-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08-11-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08-12-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
08/13/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/14/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/15/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/16/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/17/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/18/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/19/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
08/20/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
08/21/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/22/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
08/23/2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
08/25/2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
08/27/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
08/28/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
08/29/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
08/31/2010,79,SO2,Relocated PCS site,37-013-0007,AQS,79,.
09-01-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09-02-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09-03-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09-04-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09-05-2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
09-06-2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09-07-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
09-08-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09-09-2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
09-10-2010,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
09-11-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09-12-2010,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
09/13/2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
09/14/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
09/15/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/16/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/17/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/18/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/19/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/20/2010,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
09/21/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/22/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/23/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
09/24/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/25/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/26/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/27/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/28/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
09/29/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
09/30/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10-01-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10-02-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10-03-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
10-04-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10-05-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
10-06-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10-07-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
10-08-2010,9,SO2,Relocated PCS site,37-013-0007,AQS,9,.
10-09-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10-10-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10-11-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
10-12-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10/13/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10/14/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/15/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10/16/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/17/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
10/18/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10/19/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
10/20/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/21/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10/22/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/23/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/24/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/25/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/26/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
10/27/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/28/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
10/29/2010,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
10/30/2010,23,SO2,Relocated PCS site,37-013-0007,AQS,23,.
10/31/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11-01-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11-02-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11-03-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11-05-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11-06-2010,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
11-07-2010,17,SO2,Relocated PCS site,37-013-0007,AQS,17,.
11-08-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11-09-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11-10-2010,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
11-11-2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
11-12-2010,19,SO2,Relocated PCS site,37-013-0007,AQS,19,.
11/13/2010,29,SO2,Relocated PCS site,37-013-0007,AQS,29,.
11/14/2010,52,SO2,Relocated PCS site,37-013-0007,AQS,52,.
11/15/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
11/16/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11/17/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11/18/2010,14,SO2,Relocated PCS site,37-013-0007,AQS,14,.
11/19/2010,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
11/20/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
11/21/2010,24,SO2,Relocated PCS site,37-013-0007,AQS,24,.
11/22/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/23/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11/24/2010,13,SO2,Relocated PCS site,37-013-0007,AQS,13,.
11/25/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/26/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
11/27/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/28/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
11/29/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
11/30/2010,0,SO2,Relocated PCS site,37-013-0007,AQS,0,.
12-01-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-02-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-03-2010,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
12-04-2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
12-05-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12-06-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12-07-2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12-08-2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
12-09-2010,10,SO2,Relocated PCS site,37-013-0007,AQS,10,.
12-10-2010,13,SO2,Relocated PCS site,37-013-0007,AQS,13,.
12-11-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12-12-2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/13/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12/14/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/15/2010,3,SO2,Relocated PCS site,37-013-0007,AQS,3,.
12/16/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/17/2010,13,SO2,Relocated PCS site,37-013-0007,AQS,13,.
12/18/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/19/2010,11,SO2,Relocated PCS site,37-013-0007,AQS,11,.
12/20/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
12/21/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
12/22/2010,7,SO2,Relocated PCS site,37-013-0007,AQS,7,.
12/23/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
12/24/2010,4,SO2,Relocated PCS site,37-013-0007,AQS,4,.
12/25/2010,6,SO2,Relocated PCS site,37-013-0007,AQS,6,.
12/26/2010,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
12/27/2010,20,SO2,Relocated PCS site,37-013-0007,AQS,20,.
12/31/2010,41,SO2,Relocated PCS site,37-013-0007,AQS,41,.
01-01-2011,1,SO2,Relocated PCS site,37-013-0007,AQS,1,.
